WKT,fishing_category_FO,mw_fishinghours,ecoregion,stat_rec,c_square,lat,lon
"POLYGON ((-24.5 68.5,-24.5 68.55,-24.45 68.55,-24.45 68.5,-24.5 68.5))",Otter,0.9,Greenland Sea,66C5,7602:384:354:2,68.525,-24.475
"POLYGON ((-40.3 62.7,-40.3 62.75,-40.25 62.75,-40.25 62.7,-40.3 62.7))",Otter,0.75,Greenland Sea,54A3,7604:120:372:2,62.725,-40.275
"POLYGON ((-39.8 62.4,-39.8 62.45,-39.75 62.45,-39.75 62.4,-39.8 62.4))",Otter,1.525,Greenland Sea,53B0,7603:229:247:2,62.425,-39.775
"POLYGON ((-35.05 64.75,-35.05 64.8,-35 64.8,-35 64.75,-35.05 64.75))",Otter,1,Greenland Sea,58B4,7603:245:370:3,64.775,-35.025
"POLYGON ((-35.55 64.45,-35.55 64.5,-35.5 64.5,-35.5 64.45,-35.55 64.45))",Otter,2.96666666666667,Greenland Sea,57B4,7603:245:245:3,64.475,-35.525
"POLYGON ((-30.95 65.85,-30.95 65.9,-30.9 65.9,-30.9 65.85,-30.95 65.85))",Otter,1.20615833325,Greenland Sea,60B9,7603:350:489:3,65.875,-30.925
"POLYGON ((-30.65 65.5,-30.65 65.55,-30.6 65.55,-30.6 65.5,-30.65 65.5))",Otter,10.14,Greenland Sea,60B9,7603:350:456:1,65.525,-30.625
"POLYGON ((-40.35 62.85,-40.35 62.9,-40.3 62.9,-40.3 62.85,-40.35 62.85))",Otter,54.0733333333333,Greenland Sea,54A3,7604:120:383:3,62.875,-40.325
"POLYGON ((-30.65 66.6,-30.65 66.65,-30.6 66.65,-30.6 66.6,-30.65 66.6))",Otter,0.456,Greenland Sea,62B9,7603:360:466:1,66.625,-30.625
"POLYGON ((-30.5 66.05,-30.5 66.1,-30.45 66.1,-30.45 66.05,-30.5 66.05))",Otter,5.8751583325,Greenland Sea,61B9,7603:360:104:4,66.075,-30.475
"POLYGON ((-39.95 63.2,-39.95 63.25,-39.9 63.25,-39.9 63.2,-39.95 63.2))",Otter,15.51,Greenland Sea,55B0,7603:239:229:1,63.225,-39.925
"POLYGON ((-39.7 63.25,-39.7 63.3,-39.65 63.3,-39.65 63.25,-39.7 63.25))",Otter,30.22,Greenland Sea,55B0,7603:239:226:4,63.275,-39.675
"POLYGON ((-29.6 65.7,-29.6 65.75,-29.55 65.75,-29.55 65.7,-29.6 65.7))",Otter,3.12876,Greenland Sea,60C0,7602:459:475:2,65.725,-29.575
"POLYGON ((-30.45 65.45,-30.45 65.5,-30.4 65.5,-30.4 65.45,-30.45 65.45))",Otter,10.36336,Greenland Sea,59B9,7603:350:144:3,65.475,-30.425
"POLYGON ((-35.9 64.8,-35.9 64.85,-35.85 64.85,-35.85 64.8,-35.9 64.8))",Otter,1.03333333333333,Greenland Sea,58B4,7603:245:488:2,64.825,-35.875
"POLYGON ((-29.6 65.85,-29.6 65.9,-29.55 65.9,-29.55 65.85,-29.6 65.85))",Otter,2.95,Greenland Sea,60C0,7602:459:485:4,65.875,-29.575
"POLYGON ((-35.25 64.8,-35.25 64.85,-35.2 64.85,-35.2 64.8,-35.25 64.8))",Otter,1.76666666666667,Greenland Sea,58B4,7603:245:382:1,64.825,-35.225
"POLYGON ((-37.4 64.4,-37.4 64.45,-37.35 64.45,-37.35 64.4,-37.4 64.4))",Otter,1,Greenland Sea,57B2,7603:247:143:2,64.425,-37.375
"POLYGON ((-34.55 64.4,-34.55 64.45,-34.5 64.45,-34.5 64.4,-34.55 64.4))",Otter,0.775,Greenland Sea,57B5,7603:144:245:1,64.425,-34.525
"POLYGON ((-38.05 63.4,-38.05 63.45,-38 63.45,-38 63.4,-38.05 63.4))",Otter,14.225,Greenland Sea,55B1,7603:238:140:1,63.425,-38.025
"POLYGON ((-36 64.25,-36 64.3,-35.95 64.3,-35.95 64.25,-36 64.25))",Otter,3.0425,Greenland Sea,57B4,7603:245:229:4,64.275,-35.975
"POLYGON ((-39.45 63.0,-39.45 63.05,-39.4 63.05,-39.4 63.0,-39.45 63.0))",Otter,0.775,Greenland Sea,55B0,7603:239:104:1,63.025,-39.425
"POLYGON ((-30.6 66.45,-30.6 66.5,-30.55 66.5,-30.55 66.45,-30.6 66.45))",Otter,2.212,Greenland Sea,61B9,7603:360:245:4,66.475,-30.575
"POLYGON ((-34.7 62.3,-34.7 62.35,-34.65 62.35,-34.65 62.3,-34.7 62.3))",Otter,0.75,Greenland Sea,53B5,7603:124:236:2,62.325,-34.675
"POLYGON ((-26.4 67.2,-26.4 67.25,-26.35 67.25,-26.35 67.2,-26.4 67.2))",Otter,0.775,Greenland Sea,63C3,7602:476:123:2,67.225,-26.375
"POLYGON ((-35.7 64.55,-35.7 64.6,-35.65 64.6,-35.65 64.55,-35.7 64.55))",Otter,0.9,Greenland Sea,58B4,7603:245:456:4,64.575,-35.675
"POLYGON ((-30.65 66.45,-30.65 66.5,-30.6 66.5,-30.6 66.45,-30.65 66.45))",Otter,0.608375,Greenland Sea,61B9,7603:360:246:3,66.475,-30.625
"POLYGON ((-39.85 63.2,-39.85 63.25,-39.8 63.25,-39.8 63.2,-39.85 63.2))",Otter,107.438333333333,Greenland Sea,55B0,7603:239:228:1,63.225,-39.825
"POLYGON ((-30.6 66.0,-30.6 66.05,-30.55 66.05,-30.55 66.0,-30.6 66.0))",Otter,6.1475166675,Greenland Sea,61B9,7603:360:205:2,66.025,-30.575
"POLYGON ((-31.45 65.55,-31.45 65.6,-31.4 65.6,-31.4 65.55,-31.45 65.55))",Otter,0.82,Greenland Sea,60B8,7603:351:354:3,65.575,-31.425
"POLYGON ((-38.35 63.4,-38.35 63.45,-38.3 63.45,-38.3 63.4,-38.35 63.4))",Otter,17.0333333333333,Greenland Sea,55B1,7603:238:143:1,63.425,-38.325
"POLYGON ((-40.5 62.3,-40.5 62.35,-40.45 62.35,-40.45 62.3,-40.5 62.3))",Otter,44.61025,Greenland Sea,53A3,7604:120:134:2,62.325,-40.475
"POLYGON ((-39.65 63.45,-39.65 63.5,-39.6 63.5,-39.6 63.45,-39.65 63.45))",Otter,2.685,Greenland Sea,55B0,7603:239:246:3,63.475,-39.625
"POLYGON ((-30.85 65.65,-30.85 65.7,-30.8 65.7,-30.8 65.65,-30.85 65.65))",Otter,1.72,Greenland Sea,60B9,7603:350:468:3,65.675,-30.825
"POLYGON ((-29.75 65.65,-29.75 65.7,-29.7 65.7,-29.7 65.65,-29.75 65.65))",Otter,10.12802,Greenland Sea,60C0,7602:459:467:3,65.675,-29.725
"POLYGON ((-30.85 65.5,-30.85 65.55,-30.8 65.55,-30.8 65.5,-30.85 65.5))",Otter,17.6982,Greenland Sea,60B9,7603:350:458:1,65.525,-30.825
"POLYGON ((-35.5 64.6,-35.5 64.65,-35.45 64.65,-35.45 64.6,-35.5 64.6))",Otter,3.595,Greenland Sea,58B4,7603:245:364:2,64.625,-35.475
"POLYGON ((-39.35 63.25,-39.35 63.3,-39.3 63.3,-39.3 63.25,-39.35 63.25))",Otter,92.2216666666667,Greenland Sea,55B0,7603:239:123:3,63.275,-39.325
"POLYGON ((-30.6 65.5,-30.6 65.55,-30.55 65.55,-30.55 65.5,-30.6 65.5))",Otter,12.2243,Greenland Sea,60B9,7603:350:455:2,65.525,-30.575
"POLYGON ((-35.25 64.7,-35.25 64.75,-35.2 64.75,-35.2 64.7,-35.25 64.7))",Otter,2.16666666666667,Greenland Sea,58B4,7603:245:372:1,64.725,-35.225
"POLYGON ((-39.15 63.45,-39.15 63.5,-39.1 63.5,-39.1 63.45,-39.15 63.45))",Otter,1.83,Greenland Sea,55B0,7603:239:141:3,63.475,-39.125
"POLYGON ((-30.4 66.65,-30.4 66.7,-30.35 66.7,-30.35 66.65,-30.4 66.65))",Otter,0.58875,Greenland Sea,62B9,7603:360:363:4,66.675,-30.375
"POLYGON ((-35.6 64.45,-35.6 64.5,-35.55 64.5,-35.55 64.45,-35.6 64.45))",Otter,0.9,Greenland Sea,57B4,7603:245:245:4,64.475,-35.575
"POLYGON ((-38.9 63.95,-38.9 64.0,-38.85 64.0,-38.85 63.95,-38.9 63.95))",Otter,0.93,Greenland Sea,56B1,7603:238:498:4,63.975,-38.875
"POLYGON ((-25 68.25,-25 68.3,-24.95 68.3,-24.95 68.25,-25 68.25))",Otter,1.83,Greenland Sea,65C5,7602:384:229:4,68.275,-24.975
"POLYGON ((-40.45 63.05,-40.45 63.1,-40.4 63.1,-40.4 63.05,-40.45 63.05))",Otter,1,Greenland Sea,55A3,7604:130:104:3,63.075,-40.425
"POLYGON ((-37.2 64.35,-37.2 64.4,-37.15 64.4,-37.15 64.35,-37.2 64.35))",Otter,1,Greenland Sea,57B2,7603:247:131:4,64.375,-37.175
"POLYGON ((-26.45 67.4,-26.45 67.45,-26.4 67.45,-26.4 67.4,-26.45 67.4))",Otter,0.93,Greenland Sea,63C3,7602:476:144:1,67.425,-26.425
"POLYGON ((-40.4 62.3,-40.4 62.35,-40.35 62.35,-40.35 62.3,-40.4 62.3))",Otter,1401.12958333333,Greenland Sea,53A3,7604:120:133:2,62.325,-40.375
"POLYGON ((-40.35 62.4,-40.35 62.45,-40.3 62.45,-40.3 62.4,-40.35 62.4))",Otter,3.175,Greenland Sea,53A3,7604:120:143:1,62.425,-40.325
"POLYGON ((-35.55 64.25,-35.55 64.3,-35.5 64.3,-35.5 64.25,-35.55 64.25))",Otter,1.9,Greenland Sea,57B4,7603:245:225:3,64.275,-35.525
"POLYGON ((-30.55 65.85,-30.55 65.9,-30.5 65.9,-30.5 65.85,-30.55 65.85))",Otter,0.95325,Greenland Sea,60B9,7603:350:485:3,65.875,-30.525
"POLYGON ((-26.35 67.4,-26.35 67.45,-26.3 67.45,-26.3 67.4,-26.35 67.4))",Otter,31.0425,Greenland Sea,63C3,7602:476:143:1,67.425,-26.325
"POLYGON ((-40.2 61.9,-40.2 61.95,-40.15 61.95,-40.15 61.9,-40.2 61.9))",Otter,0.9,Greenland Sea,52A3,7604:110:391:2,61.925,-40.175
"POLYGON ((-35.9 64.3,-35.9 64.35,-35.85 64.35,-35.85 64.3,-35.9 64.3))",Otter,30.8825,Greenland Sea,57B4,7603:245:238:2,64.325,-35.875
"POLYGON ((-30.65 66.5,-30.65 66.55,-30.6 66.55,-30.6 66.5,-30.65 66.5))",Otter,5.2966583325,Greenland Sea,62B9,7603:360:456:1,66.525,-30.625
"POLYGON ((-40.6 62.0,-40.6 62.05,-40.55 62.05,-40.55 62.0,-40.6 62.0))",Otter,0.75,Greenland Sea,53A3,7604:120:205:2,62.025,-40.575
"POLYGON ((-25.5 68.05,-25.5 68.1,-25.45 68.1,-25.45 68.05,-25.5 68.05))",Otter,24.79,Greenland Sea,65C4,7602:485:104:4,68.075,-25.475
"POLYGON ((-24.45 68.5,-24.45 68.55,-24.4 68.55,-24.4 68.5,-24.45 68.5))",Otter,8.19,Greenland Sea,66C5,7602:384:354:1,68.525,-24.425
"POLYGON ((-30 65.7,-30 65.75,-29.95 65.75,-29.95 65.7,-30 65.7))",Otter,19.39244,Greenland Sea,60C0,7602:459:479:2,65.725,-29.975
"POLYGON ((-25.8 67.65,-25.8 67.7,-25.75 67.7,-25.75 67.65,-25.8 67.65))",Otter,43.0875,Greenland Sea,64C4,7602:475:467:4,67.675,-25.775
"POLYGON ((-30.7 66.05,-30.7 66.1,-30.65 66.1,-30.65 66.05,-30.7 66.05))",Otter,7.3034666675,Greenland Sea,61B9,7603:360:206:4,66.075,-30.675
"POLYGON ((-30.5 66.15,-30.5 66.2,-30.45 66.2,-30.45 66.15,-30.5 66.15))",Otter,16.4903583325,Greenland Sea,61B9,7603:360:114:4,66.175,-30.475
"POLYGON ((-30.6 66.8,-30.6 66.85,-30.55 66.85,-30.55 66.8,-30.6 66.8))",Otter,3.531625,Greenland Sea,62B9,7603:360:485:2,66.825,-30.575
"POLYGON ((-40.1 61.9,-40.1 61.95,-40.05 61.95,-40.05 61.9,-40.1 61.9))",Otter,10.105,Greenland Sea,52A3,7604:110:390:2,61.925,-40.075
"POLYGON ((-35.5 64.25,-35.5 64.3,-35.45 64.3,-35.45 64.25,-35.5 64.25))",Otter,2.83,Greenland Sea,57B4,7603:245:124:4,64.275,-35.475
"POLYGON ((-37.75 63.45,-37.75 63.5,-37.7 63.5,-37.7 63.45,-37.75 63.45))",Otter,4.25,Greenland Sea,55B2,7603:237:247:3,63.475,-37.725
"POLYGON ((-29.75 65.85,-29.75 65.9,-29.7 65.9,-29.7 65.85,-29.75 65.85))",Otter,4.03498,Greenland Sea,60C0,7602:459:487:3,65.875,-29.725
"POLYGON ((-36.2 63.95,-36.2 64.0,-36.15 64.0,-36.15 63.95,-36.2 63.95))",Otter,5.45833333333333,Greenland Sea,56B3,7603:236:391:4,63.975,-36.175
"POLYGON ((-30.3 65.55,-30.3 65.6,-30.25 65.6,-30.25 65.55,-30.3 65.55))",Otter,19.02296,Greenland Sea,60B9,7603:350:352:4,65.575,-30.275
"POLYGON ((-25.9 67.5,-25.9 67.55,-25.85 67.55,-25.85 67.5,-25.9 67.5))",Otter,18.525,Greenland Sea,64C4,7602:475:458:2,67.525,-25.875
"POLYGON ((-40.4 62.15,-40.4 62.2,-40.35 62.2,-40.35 62.15,-40.4 62.15))",Otter,6.87,Greenland Sea,53A3,7604:120:113:4,62.175,-40.375
"POLYGON ((-39.2 63.0,-39.2 63.05,-39.15 63.05,-39.15 63.0,-39.2 63.0))",Otter,0.75,Greenland Sea,55B0,7603:239:101:2,63.025,-39.175
"POLYGON ((-39.2 63.3,-39.2 63.35,-39.15 63.35,-39.15 63.3,-39.2 63.3))",Otter,0.9,Greenland Sea,55B0,7603:239:131:2,63.325,-39.175
"POLYGON ((-40.4 62.45,-40.4 62.5,-40.35 62.5,-40.35 62.45,-40.4 62.45))",Otter,1.14,Greenland Sea,53A3,7604:120:143:4,62.475,-40.375
"POLYGON ((-23.85 68.6,-23.85 68.65,-23.8 68.65,-23.8 68.6,-23.85 68.6))",Otter,7.98,Greenland Sea,66C6,7602:383:468:1,68.625,-23.825
"POLYGON ((-39.75 63.25,-39.75 63.3,-39.7 63.3,-39.7 63.25,-39.75 63.25))",Otter,1.02,Greenland Sea,55B0,7603:239:227:3,63.275,-39.725
"POLYGON ((-26.5 67.1,-26.5 67.15,-26.45 67.15,-26.45 67.1,-26.5 67.1))",Otter,1.2,Greenland Sea,63C3,7602:476:114:2,67.125,-26.475
"POLYGON ((-26.1 67.45,-26.1 67.5,-26.05 67.5,-26.05 67.45,-26.1 67.45))",Otter,57.61,Greenland Sea,63C3,7602:476:140:4,67.475,-26.075
"POLYGON ((-36.05 64.05,-36.05 64.1,-36 64.1,-36 64.05,-36.05 64.05))",Otter,4.85833333333333,Greenland Sea,57B3,7603:246:100:3,64.075,-36.025
"POLYGON ((-24.65 68.4,-24.65 68.45,-24.6 68.45,-24.6 68.4,-24.65 68.4))",Otter,10.53,Greenland Sea,65C5,7602:384:246:1,68.425,-24.625
"POLYGON ((-26.45 67.35,-26.45 67.4,-26.4 67.4,-26.4 67.35,-26.45 67.35))",Otter,50.015,Greenland Sea,63C3,7602:476:134:3,67.375,-26.425
"POLYGON ((-40.25 62.15,-40.25 62.2,-40.2 62.2,-40.2 62.15,-40.25 62.15))",Otter,0.93,Greenland Sea,53A3,7604:120:112:3,62.175,-40.225
"POLYGON ((-19.1 69.95,-19.1 70.0,-19.05 70.0,-19.05 69.95,-19.1 69.95))",Otter,0.795,Greenland Sea,"68D0",7601:499:390:4,69.975,-19.075
"POLYGON ((-29.85 65.8,-29.85 65.85,-29.8 65.85,-29.8 65.8,-29.85 65.8))",Otter,6.79344,Greenland Sea,60C0,7602:459:488:1,65.825,-29.825
"POLYGON ((-39.4 63.6,-39.4 63.65,-39.35 63.65,-39.35 63.6,-39.4 63.6))",Otter,0.645,Greenland Sea,56B0,7603:239:363:2,63.625,-39.375
"POLYGON ((-31 65.9,-31 65.95,-30.95 65.95,-30.95 65.9,-31 65.9))",Otter,0.9225,Greenland Sea,60B9,7603:350:499:2,65.925,-30.975
"POLYGON ((-34.4 65.6,-34.4 65.65,-34.35 65.65,-34.35 65.6,-34.4 65.6))",Otter,3.042125,Greenland Sea,60B5,7603:354:363:2,65.625,-34.375
"POLYGON ((-22.65 69.1,-22.65 69.15,-22.6 69.15,-22.6 69.1,-22.65 69.1))",Otter,0.775,Greenland Sea,67C7,7602:392:216:1,69.125,-22.625
"POLYGON ((-40.55 62.25,-40.55 62.3,-40.5 62.3,-40.5 62.25,-40.55 62.25))",Otter,20.2425,Greenland Sea,53A3,7604:120:225:3,62.275,-40.525
"POLYGON ((-30.7 65.7,-30.7 65.75,-30.65 65.75,-30.65 65.7,-30.7 65.7))",Otter,0.82,Greenland Sea,60B9,7603:350:476:2,65.725,-30.675
"POLYGON ((-31.4 65.55,-31.4 65.6,-31.35 65.6,-31.35 65.55,-31.4 65.55))",Otter,0.9,Greenland Sea,60B8,7603:351:353:4,65.575,-31.375
"POLYGON ((-40.65 62.05,-40.65 62.1,-40.6 62.1,-40.6 62.05,-40.65 62.05))",Otter,3.955,Greenland Sea,53A3,7604:120:206:3,62.075,-40.625
"POLYGON ((-30.35 65.6,-30.35 65.65,-30.3 65.65,-30.3 65.6,-30.35 65.6))",Otter,3.43918,Greenland Sea,60B9,7603:350:363:1,65.625,-30.325
"POLYGON ((-35.35 64.3,-35.35 64.35,-35.3 64.35,-35.3 64.3,-35.35 64.3))",Otter,5.53833333333333,Greenland Sea,57B4,7603:245:133:1,64.325,-35.325
"POLYGON ((-39.3 63.3,-39.3 63.35,-39.25 63.35,-39.25 63.3,-39.3 63.3))",Otter,190.783333333333,Greenland Sea,55B0,7603:239:132:2,63.325,-39.275
"POLYGON ((-40.05 62.0,-40.05 62.05,-40 62.05,-40 62,-40.05 62.0))",Otter,9.925,Greenland Sea,53A3,7604:120:100:1,62.025,-40.025
"POLYGON ((-30.65 66.05,-30.65 66.1,-30.6 66.1,-30.6 66.05,-30.65 66.05))",Otter,8.5110666675,Greenland Sea,61B9,7603:360:206:3,66.075,-30.625
"POLYGON ((-37.95 63.35,-37.95 63.4,-37.9 63.4,-37.9 63.35,-37.95 63.35))",Otter,1,Greenland Sea,55B2,7603:237:239:3,63.375,-37.925
"POLYGON ((-35.2 64.7,-35.2 64.75,-35.15 64.75,-35.15 64.7,-35.2 64.7))",Otter,15.3158333333333,Greenland Sea,58B4,7603:245:371:2,64.725,-35.175
"POLYGON ((-35.95 64.8,-35.95 64.85,-35.9 64.85,-35.9 64.8,-35.95 64.8))",Otter,1,Greenland Sea,58B4,7603:245:489:1,64.825,-35.925
"POLYGON ((-39.35 63.0,-39.35 63.05,-39.3 63.05,-39.3 63.0,-39.35 63.0))",Otter,0.75,Greenland Sea,55B0,7603:239:103:1,63.025,-39.325
"POLYGON ((-36.35 64.1,-36.35 64.15,-36.3 64.15,-36.3 64.1,-36.35 64.1))",Otter,1.03333333333333,Greenland Sea,57B3,7603:246:113:1,64.125,-36.325
"POLYGON ((-26.2 67.4,-26.2 67.45,-26.15 67.45,-26.15 67.4,-26.2 67.4))",Otter,30.3775,Greenland Sea,63C3,7602:476:141:2,67.425,-26.175
"POLYGON ((-24.9 68.3,-24.9 68.35,-24.85 68.35,-24.85 68.3,-24.9 68.3))",Otter,0.9,Greenland Sea,65C5,7602:384:238:2,68.325,-24.875
"POLYGON ((-40.65 61.95,-40.65 62.0,-40.6 62.0,-40.6 61.95,-40.65 61.95))",Otter,1.525,Greenland Sea,52A3,7604:110:496:3,61.975,-40.625
"POLYGON ((-39.6 63.3,-39.6 63.35,-39.55 63.35,-39.55 63.3,-39.6 63.3))",Otter,1.65,Greenland Sea,55B0,7603:239:235:2,63.325,-39.575
"POLYGON ((-35.1 64.65,-35.1 64.7,-35.05 64.7,-35.05 64.65,-35.1 64.65))",Otter,35.52275,Greenland Sea,58B4,7603:245:360:4,64.675,-35.075
"POLYGON ((-36.25 64.15,-36.25 64.2,-36.2 64.2,-36.2 64.15,-36.25 64.15))",Otter,1,Greenland Sea,57B3,7603:246:112:3,64.175,-36.225
"POLYGON ((-26.55 67.35,-26.55 67.4,-26.5 67.4,-26.5 67.35,-26.55 67.35))",Otter,5.145,Greenland Sea,63C3,7602:476:235:3,67.375,-26.525
"POLYGON ((-30.9 65.5,-30.9 65.55,-30.85 65.55,-30.85 65.5,-30.9 65.5))",Otter,13.4754,Greenland Sea,60B9,7603:350:458:2,65.525,-30.875
"POLYGON ((-35.45 64.4,-35.45 64.45,-35.4 64.45,-35.4 64.4,-35.45 64.4))",Otter,28.5271666666667,Greenland Sea,57B4,7603:245:144:1,64.425,-35.425
"POLYGON ((-37.95 63.4,-37.95 63.45,-37.9 63.45,-37.9 63.4,-37.95 63.4))",Otter,13.5166666666667,Greenland Sea,55B2,7603:237:249:1,63.425,-37.925
"POLYGON ((-36 65.1,-36 65.15,-35.95 65.15,-35.95 65.1,-36 65.1))",Otter,1,Greenland Sea,59B4,7603:455:219:2,65.125,-35.975
"POLYGON ((-30.85 65.55,-30.85 65.6,-30.8 65.6,-30.8 65.55,-30.85 65.55))",Otter,12.70858,Greenland Sea,60B9,7603:350:458:3,65.575,-30.825
"POLYGON ((-37.25 64.45,-37.25 64.5,-37.2 64.5,-37.2 64.45,-37.25 64.45))",Otter,1.03333333333333,Greenland Sea,57B2,7603:247:142:3,64.475,-37.225
"POLYGON ((-31.1 65.65,-31.1 65.7,-31.05 65.7,-31.05 65.65,-31.1 65.65))",Otter,0.58875,Greenland Sea,60B8,7603:351:360:4,65.675,-31.075
"POLYGON ((-25.35 68.15,-25.35 68.2,-25.3 68.2,-25.3 68.15,-25.35 68.15))",Otter,10.85,Greenland Sea,65C4,7602:485:113:3,68.175,-25.325
"POLYGON ((-30.8 66.2,-30.8 66.25,-30.75 66.25,-30.75 66.2,-30.8 66.2))",Otter,0.912,Greenland Sea,61B9,7603:360:227:2,66.225,-30.775
"POLYGON ((-36.25 64.1,-36.25 64.15,-36.2 64.15,-36.2 64.1,-36.25 64.1))",Otter,4,Greenland Sea,57B3,7603:246:112:1,64.125,-36.225
"POLYGON ((-29.95 65.65,-29.95 65.7,-29.9 65.7,-29.9 65.65,-29.95 65.65))",Otter,68.29498,Greenland Sea,60C0,7602:459:469:3,65.675,-29.925
"POLYGON ((-35.4 64.45,-35.4 64.5,-35.35 64.5,-35.35 64.45,-35.4 64.45))",Otter,4.49441666666667,Greenland Sea,57B4,7603:245:143:4,64.475,-35.375
"POLYGON ((-30.85 65.75,-30.85 65.8,-30.8 65.8,-30.8 65.75,-30.85 65.75))",Otter,0.58875,Greenland Sea,60B9,7603:350:478:3,65.775,-30.825
"POLYGON ((-40.35 61.9,-40.35 61.95,-40.3 61.95,-40.3 61.9,-40.35 61.9))",Otter,0.9,Greenland Sea,52A3,7604:110:393:1,61.925,-40.325
"POLYGON ((-31.2 65.6,-31.2 65.65,-31.15 65.65,-31.15 65.6,-31.2 65.6))",Otter,1.48875,Greenland Sea,60B8,7603:351:361:2,65.625,-31.175
"POLYGON ((-40.4 62.9,-40.4 62.95,-40.35 62.95,-40.35 62.9,-40.4 62.9))",Otter,2,Greenland Sea,54A3,7604:120:393:2,62.925,-40.375
"POLYGON ((-21.95 69.0,-21.95 69.05,-21.9 69.05,-21.9 69.0,-21.95 69.0))",Otter,0.9,Greenland Sea,67C8,7602:391:209:1,69.025,-21.925
"POLYGON ((-40.7 62.3,-40.7 62.35,-40.65 62.35,-40.65 62.3,-40.7 62.3))",Otter,1.65,Greenland Sea,53A3,7604:120:236:2,62.325,-40.675
"POLYGON ((-34.85 64.9,-34.85 64.95,-34.8 64.95,-34.8 64.9,-34.85 64.9))",Otter,1,Greenland Sea,58B5,7603:144:498:1,64.925,-34.825
"POLYGON ((-34.8 64.9,-34.8 64.95,-34.75 64.95,-34.75 64.9,-34.8 64.9))",Otter,1,Greenland Sea,58B5,7603:144:497:2,64.925,-34.775
"POLYGON ((-39.6 63.25,-39.6 63.3,-39.55 63.3,-39.55 63.25,-39.6 63.25))",Otter,164.844416666667,Greenland Sea,55B0,7603:239:225:4,63.275,-39.575
"POLYGON ((-25.55 68.0,-25.55 68.05,-25.5 68.05,-25.5 68.0,-25.55 68.0))",Otter,21.47,Greenland Sea,65C4,7602:485:205:1,68.025,-25.525
"POLYGON ((-26.65 67.3,-26.65 67.35,-26.6 67.35,-26.6 67.3,-26.65 67.3))",Otter,0.75,Greenland Sea,63C3,7602:476:236:1,67.325,-26.625
"POLYGON ((-28.5 66.4,-28.5 66.45,-28.45 66.45,-28.45 66.4,-28.5 66.4))",Otter,0.58875,Greenland Sea,61C1,7602:468:144:2,66.425,-28.475
"POLYGON ((-36.35 63.9,-36.35 63.95,-36.3 63.95,-36.3 63.9,-36.35 63.9))",Otter,4.8,Greenland Sea,56B3,7603:236:393:1,63.925,-36.325
"POLYGON ((-26.55 67.1,-26.55 67.15,-26.5 67.15,-26.5 67.1,-26.55 67.1))",Otter,0.75,Greenland Sea,63C3,7602:476:215:1,67.125,-26.525
"POLYGON ((-29.8 65.65,-29.8 65.7,-29.75 65.7,-29.75 65.65,-29.8 65.65))",Otter,10.19762,Greenland Sea,60C0,7602:459:467:4,65.675,-29.775
"POLYGON ((-39.8 63.35,-39.8 63.4,-39.75 63.4,-39.75 63.35,-39.8 63.35))",Otter,0.9,Greenland Sea,55B0,7603:239:237:4,63.375,-39.775
"POLYGON ((-35.95 64.3,-35.95 64.35,-35.9 64.35,-35.9 64.3,-35.95 64.3))",Otter,17.9519166666667,Greenland Sea,57B4,7603:245:239:1,64.325,-35.925
"POLYGON ((-40.7 62.5,-40.7 62.55,-40.65 62.55,-40.65 62.5,-40.7 62.5))",Otter,0.9,Greenland Sea,54A3,7604:120:456:2,62.525,-40.675
"POLYGON ((-34.7 64.5,-34.7 64.55,-34.65 64.55,-34.65 64.5,-34.7 64.5))",Otter,0.8825,Greenland Sea,58B5,7603:144:456:2,64.525,-34.675
"POLYGON ((-35.55 64.4,-35.55 64.45,-35.5 64.45,-35.5 64.4,-35.55 64.4))",Otter,9.2325,Greenland Sea,57B4,7603:245:245:1,64.425,-35.525
"POLYGON ((-35.85 64.3,-35.85 64.35,-35.8 64.35,-35.8 64.3,-35.85 64.3))",Otter,35.5294166666667,Greenland Sea,57B4,7603:245:238:1,64.325,-35.825
"POLYGON ((-23.4 68.8,-23.4 68.85,-23.35 68.85,-23.35 68.8,-23.4 68.8))",Otter,0.645,Greenland Sea,66C6,7602:383:383:2,68.825,-23.375
"POLYGON ((-24.7 68.4,-24.7 68.45,-24.65 68.45,-24.65 68.4,-24.7 68.4))",Otter,15.6025,Greenland Sea,65C5,7602:384:246:2,68.425,-24.675
"POLYGON ((-31.35 65.5,-31.35 65.55,-31.3 65.55,-31.3 65.5,-31.35 65.5))",Otter,0.81918,Greenland Sea,60B8,7603:351:353:1,65.525,-31.325
"POLYGON ((-24.25 68.55,-24.25 68.6,-24.2 68.6,-24.2 68.55,-24.25 68.55))",Otter,4.86,Greenland Sea,66C5,7602:384:352:3,68.575,-24.225
"POLYGON ((-39.35 63.3,-39.35 63.35,-39.3 63.35,-39.3 63.3,-39.35 63.3))",Otter,192.16575,Greenland Sea,55B0,7603:239:133:1,63.325,-39.325
"POLYGON ((-31.3 65.5,-31.3 65.55,-31.25 65.55,-31.25 65.5,-31.3 65.5))",Otter,3.63,Greenland Sea,60B8,7603:351:352:2,65.525,-31.275
"POLYGON ((-34.9 62.3,-34.9 62.35,-34.85 62.35,-34.85 62.3,-34.9 62.3))",Otter,0.75,Greenland Sea,53B5,7603:124:238:2,62.325,-34.875
